index,gender,medal,athlete,abb,type,year
458,Men,Silver,MERAWEH Shafy,KUW,Athletics,1980
459,Men,Bronze,KERR Gary,USA,Athletics,1980
460,Men,Gold,LOFSTROM Lars,SWE,Athletics,1980
461,Men,Silver,DE VOS Marc,BEL,Athletics,1980
462,Men,Bronze,ALP Chris,AUS,Athletics,1980
463,Men,Gold,PARKS B.,USA,Athletics,1980
464,Men,Silver,JOHANSSON Rolf,SWE,Athletics,1980
465,Men,Bronze,OLIVER Richard,AUS,Athletics,1980
466,Men,Gold,DE MEYER M.,BEL,Athletics,1980
467,Men,Silver,FITZGERALD M.,CAN,Athletics,1980
468,Men,Bronze,HUBEL Erich,AUS,Athletics,1980
469,Men,Gold,FINK Walter,AUT,Athletics,1980
470,Men,Gold,MARTINSON Jim,USA,Athletics,1980
471,Men,Silver,BRINKMAN C.,USA,Athletics,1980
472,Men,Bronze,ZIERL Walter,AUT,Athletics,1980
473,Men,Gold,VALDEZ Eusebio,MEX,Athletics,1980
474,Men,Silver,KERR Gary,USA,Athletics,1980
475,Men,Bronze,OVIEDO G. M.,MEX,Athletics,1980
476,Men,Gold,NUGENT Michael,AUS,Athletics,1980
477,Men,Silver,DE VOS Marc,BEL,Athletics,1980
478,Men,Bronze,ALP Chris,AUS,Athletics,1980
479,Men,Gold,YORK Patrick,CAN,Athletics,1980
480,Men,Silver,MEYER Klaus,FRG,Athletics,1980
481,Men,Bronze,VISSER J. W.,NED,Athletics,1980
482,Men,Gold,LANDOS Jerzy,POL,Athletics,1980
483,Men,Silver,POKRYWKA Jozef,POL,Athletics,1980
484,Men,Bronze,MATTON Freddy,BEL,Athletics,1980
485,Men,Gold,JOHANN Jurgen,FRG,Athletics,1980
486,Men,Silver,BRUNNER Karl,AUT,Athletics,1980
487,Men,Bronze,EGAN Joe,AUS,Athletics,1980
488,Men,Gold,KARNER Alois,AUT,Athletics,1980
489,Men,Silver,MAMINSKI Mieczyslaw,POL,Athletics,1980
490,Men,Gold,HARRISON J.,CAN,Athletics,1980
491,Men,Silver,WILL K.,FRG,Athletics,1980
492,Men,Bronze,WAGNER K.,FRG,Athletics,1980
493,Men,Gold,JAUHIAINEN Harri,FIN,Athletics,1980
494,Men,Silver,KRAUZ Jan,POL,Athletics,1980
495,Men,Bronze,LINDBERG R.,FIN,Athletics,1980
496,Men,Gold,PEDERSEN Cato Zahl,NOR,Athletics,1980
497,Men,Silver,GERSHONI Yekutiel,ISR,Athletics,1980
498,Men,Gold,WIERZBICKI Marian,POL,Athletics,1980
499,Men,Silver,LANHAM,AUS,Athletics,1980
500,Men,Bronze,KOLM Gerhard,AUT,Athletics,1980
501,Men,Gold,BERG Matthias,FRG,Athletics,1980
502,Men,Silver,SCHARMENTKE R.,FRG,Athletics,1980
503,Men,Bronze,PEART C.,CAN,Athletics,1980
504,Men,Gold,VALDEZ Eusebio,MEX,Athletics,1980
505,Men,Silver,KERR Gary,USA,Athletics,1980
506,Men,Bronze,MERAWEH Shafy,KUW,Athletics,1980
507,Men,Gold,DE VOS Marc,BEL,Athletics,1980
508,Men,Silver,NUGENT Michael,AUS,Athletics,1980
509,Men,Bronze,POINTER Fred,AUS,Athletics,1980
510,Men,Gold,FINK Walter,AUT,Athletics,1980
511,Men,Gold,BRINKMAN C.,USA,Athletics,1980
512,Men,Silver,MARTINSON Jim,USA,Athletics,1980
513,Men,Bronze,FINCH J.,USA,Athletics,1980
514,Men,Gold,SHAWN Bertil,SWE,Athletics,1980
515,Men,Silver,HARBORN Tony,SWE,Athletics,1980
516,Men,Bronze,PANICO Mario,ITA,Athletics,1980
517,Men,Gold,ANDERSSON Jonas,SWE,Athletics,1980
518,Men,Silver,THOMSEN Henrik,DEN,Athletics,1980
519,Men,Bronze,DUVIVIER,FRA,Athletics,1980
520,Men,Gold,HANSEN R.,CAN,Athletics,1980
521,Men,Silver,PARKS B.,USA,Athletics,1980
522,Men,Bronze,MARTINEZ Uriel,MEX,Athletics,1980
523,Men,Gold,FITZGERALD M.,CAN,Athletics,1980
524,Men,Silver,HUBEL Erich,AUS,Athletics,1980
525,Men,Bronze,ROEK E. H.,NED,Athletics,1980
526,Men,Gold,PILON Jacques,CAN,Athletics,1980
527,Men,Silver,GAASEMYR Joerund,NOR,Athletics,1980
528,Men,Bronze,AALIEN Hans Anton,NOR,Athletics,1980
529,Men,Gold,ENGLISH P.,CAN,Athletics,1980
530,Men,Silver,STANSELL Leamon,USA,Athletics,1980
531,Men,Bronze,SANDILANDS B.,AUS,Athletics,1980
532,Men,Gold,LINDBERG R.,FIN,Athletics,1980
533,Men,Silver,FACEY C.,CAN,Athletics,1980
534,Men,Bronze,KRAUZ Jan,POL,Athletics,1980
535,Men,Gold,PEDERSEN Cato Zahl,NOR,Athletics,1980
536,Men,Silver,GERSHONI Yekutiel,ISR,Athletics,1980
537,Men,Bronze,NIELSEN Jorn,DEN,Athletics,1980
538,Men,Gold,SCHROEDER Karl,FRG,Athletics,1980
539,Men,Silver,ALEXANDRE J.,FRA,Athletics,1980
540,Men,Bronze,SANTOS J.,ESP,Athletics,1980
541,Men,Gold,GHREEB Khater Eid,EGY,Athletics,1980
542,Men,Gold,PARKS B.,USA,Athletics,1980
543,Men,Silver,HANSEN R.,CAN,Athletics,1980
544,Men,Bronze,VAN OPHEM Remi,BEL,Athletics,1980
545,Men,Gold,FITZGERALD M.,CAN,Athletics,1980
546,Men,Silver,ROEK E. H.,NED,Athletics,1980
547,Men,Bronze,HUBEL Erich,AUS,Athletics,1980
548,Men,Gold,KOBAYASHI S.,JPN,Athletics,1980
549,Men,Silver,LUOTONEN R.,FIN,Athletics,1980
550,Men,Bronze,JANCIC Miroslav,YUG,Athletics,1980
551,Men,Gold,HOWIE D.,GBR,Athletics,1980
552,Men,Silver,O'NEIL Gerald,USA,Athletics,1980
553,Men,Bronze,MORTEN E.,CAN,Athletics,1980
554,Men,Gold,CAVIGELLI Meinrad,SUI,Athletics,1980
555,Men,Silver,DE LAS FUENTES Francisco,MEX,Athletics,1980
556,Men,Bronze,BATT E.,CAN,Athletics,1980
557,Men,Gold,CIUFFREDA Giovanni,ITA,Athletics,1980
558,Men,Silver,SLIJKERMAN C. J. M.,NED,Athletics,1980
559,Men,Bronze,VAN DER BELT J.,NED,Athletics,1980
560,Men,Gold,MILLER D.,NZL,Athletics,1980
561,Men,Silver,CORNEJO Juan,MEX,Athletics,1980
562,Men,Bronze,YAMAGUCHI Kazuo,JPN,Athletics,1980
563,Men,Gold,BRAND Andreas,FRG,Athletics,1980
564,Men,Silver,BERG Matthias,FRG,Athletics,1980
565,Men,Bronze,GHREEB Khater Eid,EGY,Athletics,1980
566,Men,Gold,TSUNODA Yoshio,JPN,Athletics,1980
567,Men,Silver,CONDON Graham,NZL,Athletics,1980
568,Men,Bronze,STEILBORG Jensen Frits,DEN,Athletics,1980
569,Men,Gold,VAN WINKEL Paul,BEL,Athletics,1980
570,Men,Silver,GOLOMBEK Gregor,FRG,Athletics,1980
571,Men,Bronze,POINTER Fred,AUS,Athletics,1980
572,Men,Gold,GO Tadanobu,JPN,Athletics,1980
573,Men,Silver,HARA Masahiro,JPN,Athletics,1980
574,Men,Bronze,MINOR R.,CAN,Athletics,1980
575,Men,Gold,NIETLISPACH Franz,SUI,Athletics,1980
576,Men,Silver,OGAWA Fumio,JPN,Athletics,1980
577,Men,Bronze,MCINTYRE Robert,AUS,Athletics,1980
578,Men,Gold,LAMBIER E.,CAN,Athletics,1980
579,Men,Silver,WRIGHT Robert,USA,Athletics,1980
580,Men,Bronze,BOWMAN John,USA,Athletics,1980
581,Men,Gold,MATSUI Hiromasa,JPN,Athletics,1980
582,Men,Silver,HOFER August,AUT,Athletics,1980
583,Men,Bronze,KNORRS W.,FRG,Athletics,1980
584,Men,Gold,JOHANN Jurgen,FRG,Athletics,1980
585,Men,Silver,WILLS Tony,CAN,Athletics,1980
586,Men,Gold,BOLDT Arnold,CAN,Athletics,1980
587,Men,Silver,WILLIS Anthony,GBR,Athletics,1980
588,Men,Bronze,KOLODZIE Norbert,FRG,Athletics,1980
589,Men,Gold,KRAUZ Jan,POL,Athletics,1980
590,Men,Silver,KESSLER Walter,SUI,Athletics,1980
591,Men,Bronze,GARCIA Andres,ESP,Athletics,1980
592,Men,Gold,KOLM Gerhard,AUT,Athletics,1980
593,Men,Silver,ISHII S.,JPN,Athletics,1980
594,Men,Bronze,ATZMON Nitzan,ISR,Athletics,1980
595,Men,Gold,JOHNSEN Jarle,NOR,Athletics,1980
596,Men,Silver,ONNELA Markku,FIN,Athletics,1980
597,Men,Bronze,BOURDEAU Yvan,CAN,Athletics,1980
598,Men,Gold,PAWLIK Andrzej,POL,Athletics,1980
599,Men,Silver,MURAMATSU Masafumi,JPN,Athletics,1980
600,Men,Bronze,KNORRS W.,FRG,Athletics,1980
601,Men,Gold,JORG George,AUT,Athletics,1980
602,Men,Silver,JOHANN Jurgen,FRG,Athletics,1980
603,Men,Bronze,HOFFMAN Zvi,ISR,Athletics,1980
604,Men,Gold,HERMANS Alex,BEL,Athletics,1980
605,Men,Silver,FICARO Salvin,USA,Athletics,1980
606,Men,Bronze,ROS Rick,USA,Athletics,1980
607,Men,Gold,PIERRE B.,FRA,Athletics,1980
608,Men,Silver,ANDERSSON Jonas,SWE,Athletics,1980
609,Men,Bronze,DE BAENE Mario,BEL,Athletics,1980
610,Men,Gold,BOLDT Arnold,CAN,Athletics,1980
611,Men,Silver,BOTTEMANNE Bert,NED,Athletics,1980
612,Men,Bronze,KOLODZIE Norbert,FRG,Athletics,1980
613,Men,Gold,KRAUZ Jan,POL,Athletics,1980
614,Men,Silver,GARCIA Andres,ESP,Athletics,1980
615,Men,Bronze,DABROWSKI Jerzy,POL,Athletics,1980
616,Men,Gold,PEDERSEN Cato Zahl,NOR,Athletics,1980
617,Men,Silver,NIELSEN Jorn,DEN,Athletics,1980
618,Men,Bronze,GERSHONI Yekutiel,ISR,Athletics,1980
619,Men,Gold,WIERZBICKI Marian,POL,Athletics,1980
620,Men,Silver,ISHII S.,JPN,Athletics,1980
621,Men,Bronze,KO Shing Chi,HKG,Athletics,1980
622,Men,Gold,BERG Matthias,FRG,Athletics,1980
623,Men,Silver,PEART C.,CAN,Athletics,1980
624,Men,Bronze,SCHARMENTKE R.,FRG,Athletics,1980
625,Men,Gold,DIPOWIDJOJO Soedjeman,NED,Athletics,1980
626,Men,Silver,KOZUCH Ryszard,POL,Athletics,1980
627,Men,Bronze,ONNELA Markku,FIN,Athletics,1980
628,Men,Gold,PAWLIK Andrzej,POL,Athletics,1980
629,Men,Silver,ALVAREZ N.,ESP,Athletics,1980
630,Men,Bronze,HAUTALAHTI Kalle,FIN,Athletics,1980
631,Men,Gold,PATCHETT Wayne,AUS,Athletics,1980
632,Men,Silver,WEBER Edund,FRG,Athletics,1980
633,Men,Bronze,WILKINS S.,USA,Athletics,1980
634,Men,Gold,ISAM Mohamad Ahmed,SUD,Athletics,1980
635,Men,Silver,DUVAL Julius,USA,Athletics,1980
636,Men,Bronze,DONAHUE J.,CAN,Athletics,1980
637,Men,Gold,SPIESS Guenter,FRG,Athletics,1980
638,Men,Silver,HENKER Siegmar,FRG,Athletics,1980
639,Men,Bronze,HYNDS David,NZL,Athletics,1980
640,Men,Gold,NEPPL James,USA,Athletics,1980
641,Men,Silver,KUJALA Pekka,FIN,Athletics,1980
642,Men,Bronze,GRUNDMANN Dieter,FRG,Athletics,1980
643,Men,Gold,KARLSSON Gosta,SWE,Athletics,1980
644,Men,Silver,MASTRO James,USA,Athletics,1980
645,Men,Bronze,GODLEWSKI Andrzej,POL,Athletics,1980
646,Men,Gold,JOSEFIAK Hans,FRG,Athletics,1980
647,Men,Silver,KARSH Zvi,ISR,Athletics,1980
648,Men,Bronze,KUEHNEL E.,FRG,Athletics,1980
649,Men,Gold,MAMINSKI Mieczyslaw,POL,Athletics,1980
650,Men,Silver,IHALAINEN Pekka,FIN,Athletics,1980
651,Men,Bronze,PIATKOWSKI Henryk,POL,Athletics,1980
652,Men,Gold,HERMANS Alex,BEL,Athletics,1980
653,Men,Silver,DE VLIEGHERE M.,BEL,Athletics,1980
654,Men,Bronze,MERMOD Willy,SUI,Athletics,1980
655,Men,Gold,BECKE Tom,USA,Athletics,1980
656,Men,Silver,TANGEN Bjorn,NOR,Athletics,1980
657,Men,Bronze,IZLAKAR Franjo,YUG,Athletics,1980
658,Men,Gold,POPLAWSKI Andrzej,POL,Athletics,1980
659,Men,Silver,ZMITROWICZ Andrzej,POL,Athletics,1980
660,Men,Bronze,DORST G.,FRG,Athletics,1980
661,Men,Gold,JEROME John,USA,Athletics,1980
662,Men,Silver,BRYANT Richard,USA,Athletics,1980
663,Men,Bronze,BURKE Norman,JAM,Athletics,1980
664,Men,Gold,BEEZ Alois,FRG,Athletics,1980
665,Men,Silver,DABROWSKI Jerzy,POL,Athletics,1980
666,Men,Bronze,KARKKAINEN Atte,FIN,Athletics,1980
667,Men,Gold,BRAET Achiel,BEL,Athletics,1980
668,Men,Silver,LEONARD Dan,CAN,Athletics,1980
669,Men,Bronze,KERN Juergen,FRG,Athletics,1980
670,Men,Gold,PALUCH Stanislaw,POL,Athletics,1980
671,Men,Silver,SADLER Philip,GBR,Athletics,1980
672,Men,Bronze,VINCENT D.,CAN,Athletics,1980
673,Men,Gold,TODD Murray,AUS,Athletics,1980
674,Men,Silver,HERTLE Walter,FRG,Athletics,1980
675,Men,Bronze,STEVENS Clause,IRL,Athletics,1980
676,Men,Gold,RUSSELL Eric,AUS,Athletics,1980
677,Men,Silver,MUSYOKI Japheth,KEN,Athletics,1980
678,Men,Bronze,DE VOS Marc,BEL,Athletics,1980
679,Men,Gold,LYONS D.,CAN,Athletics,1980
680,Men,Silver,GREGG S.,GBR,Athletics,1980
681,Men,Bronze,SCHUHBAUER Johann,FRG,Athletics,1980
682,Men,Gold,CLARK Raymond,SWE,Athletics,1980
683,Men,Silver,SKRZYPEK Jerzy,POL,Athletics,1980
684,Men,Bronze,KOWALIK Jacek,POL,Athletics,1980
685,Men,Gold,PATCHETT Wayne,AUS,Athletics,1980
686,Men,Silver,WEBER Edund,FRG,Athletics,1980
687,Men,Bronze,MCCOOL Patrick,IRL,Athletics,1980
688,Men,Gold,DUVAL Julius,USA,Athletics,1980
689,Men,Silver,HEINONMAKI M.,FIN,Athletics,1980
690,Men,Bronze,SANDS John,BAH,Athletics,1980
691,Men,Gold,SANDOVAL Pedro,MEX,Athletics,1980
692,Men,Silver,HYNDS David,NZL,Athletics,1980
693,Men,Bronze,JAGIELA Jozef,POL,Athletics,1980
694,Men,Gold,KUJALA Pekka,FIN,Athletics,1980
695,Men,Silver,GRUNDMANN Dieter,FRG,Athletics,1980
696,Men,Bronze,ZYSKOWSKI Ryszard,POL,Athletics,1980
697,Men,Gold,GODLEWSKI Andrzej,POL,Athletics,1980
698,Men,Silver,KARLSSON Gosta,SWE,Athletics,1980
699,Men,Bronze,TALMIA Teuno,FIN,Athletics,1980
700,Men,Gold,JOSEFIAK Hans,FRG,Athletics,1980
701,Men,Silver,HEAVER A.,CAN,Athletics,1980
702,Men,Bronze,HOFFMAN Zvi,ISR,Athletics,1980
703,Men,Gold,MAMINSKI Mieczyslaw,POL,Athletics,1980
704,Men,Silver,IHALAINEN Pekka,FIN,Athletics,1980
705,Men,Bronze,PIATKOWSKI Henryk,POL,Athletics,1980
706,Men,Gold,DE VLIEGHERE M.,BEL,Athletics,1980
707,Men,Silver,ADANI Yehu,ISR,Athletics,1980
708,Men,Bronze,ROSS Rick,USA,Athletics,1980
709,Men,Gold,TANGEN Bjorn,NOR,Athletics,1980
710,Men,Silver,BECKE Tom,USA,Athletics,1980
711,Men,Bronze,KELLY Jack,USA,Athletics,1980
712,Men,Gold,POPLAWSKI Andrzej,POL,Athletics,1980
713,Men,Silver,ZMITROWICZ Andrzej,POL,Athletics,1980
714,Men,Bronze,NAVON Issahar,ISR,Athletics,1980
715,Men,Gold,JEROME John,USA,Athletics,1980
716,Men,Silver,BRYANT Richard,USA,Athletics,1980
717,Men,Bronze,ZIERL Walter,AUT,Athletics,1980
718,Men,Gold,BEEZ Alois,FRG,Athletics,1980
719,Men,Silver,DABROWSKI Jerzy,POL,Athletics,1980
720,Men,Bronze,KARKKAINEN Atte,FIN,Athletics,1980
721,Men,Gold,BRAET Achiel,BEL,Athletics,1980
722,Men,Silver,LEONARD Dan,CAN,Athletics,1980
723,Men,Bronze,ALBERTS H.,NED,Athletics,1980
724,Men,Gold,PALUCH Stanislaw,POL,Athletics,1980
725,Men,Silver,SADLER Philip,GBR,Athletics,1980
726,Men,Bronze,VINCENT D.,CAN,Athletics,1980
727,Men,Gold,CONDON Graham,NZL,Athletics,1980
728,Men,Silver,OKOREN Joze,YUG,Athletics,1980
729,Men,Bronze,TUSA Robert,USA,Athletics,1980
730,Men,Gold,VAN OPHEM Remi,BEL,Athletics,1980
731,Men,Silver,MUSYOKI Japheth,KEN,Athletics,1980
732,Men,Bronze,RUSSELL Eric,AUS,Athletics,1980
733,Men,Gold,REIMER Eugene,CAN,Athletics,1980
734,Men,Silver,GRIEB Luis,ARG,Athletics,1980
735,Men,Bronze,GREGG S.,GBR,Athletics,1980
736,Men,Gold,CLARK Raymond,SWE,Athletics,1980
737,Men,Silver,SKRZYPEK Jerzy,POL,Athletics,1980
738,Men,Bronze,AHRENS Rene,AUS,Athletics,1980
739,Men,Gold,SPIESS Guenter,FRG,Athletics,1980
740,Men,Silver,HENKER Siegmar,FRG,Athletics,1980
741,Men,Bronze,JAGIELA Jozef,POL,Athletics,1980
742,Men,Gold,SULISALO Timo,FIN,Athletics,1980
743,Men,Silver,MAROIS G.,CAN,Athletics,1980
744,Men,Bronze,GODLEWSKI Andrzej,POL,Athletics,1980
745,Men,Gold,PFLANZER Gilbert,AUT,Athletics,1980
746,Men,Silver,HEAVER A.,CAN,Athletics,1980
747,Men,Bronze,KUEHNEL E.,FRG,Athletics,1980
748,Men,Gold,LAPALME Denis,CAN,Athletics,1980
749,Men,Silver,PIATKOWSKI Henryk,POL,Athletics,1980
750,Men,Bronze,NAMINSKI Mieczyslaw,POL,Athletics,1980
751,Men,Gold,DE VLIEGHERE M.,BEL,Athletics,1980
752,Men,Silver,ADANI Yehu,ISR,Athletics,1980
753,Men,Bronze,VAN DER MAREL T. A.,NED,Athletics,1980
754,Men,Gold,TANGEN Bjorn,NOR,Athletics,1980
755,Men,Silver,MOWERY Charles,USA,Athletics,1980
756,Men,Bronze,BOETTINGER Andreas,SUI,Athletics,1980
757,Men,Gold,ZMITROWICZ Andrzej,POL,Athletics,1980
758,Men,Silver,SUR Leon,FRA,Athletics,1980
759,Men,Bronze,BOTTEMANNE Bert,NED,Athletics,1980
760,Men,Gold,JEROME John,USA,Athletics,1980
761,Men,Silver,ZIERL Walter,AUT,Athletics,1980
762,Men,Bronze,BURKE Norman,JAM,Athletics,1980
763,Men,Gold,DABROWSKI Jerzy,POL,Athletics,1980
764,Men,Silver,BEEZ Alois,FRG,Athletics,1980
765,Men,Bronze,JAASKELAINEN Reino,FIN,Athletics,1980
766,Men,Gold,LEONARD Dan,CAN,Athletics,1980
767,Men,Silver,BRAET Achiel,BEL,Athletics,1980
768,Men,Bronze,ALBERTS H.,NED,Athletics,1980
769,Men,Gold,SADLER Philip,GBR,Athletics,1980
770,Men,Silver,KHADR Metwali Ahmed,EGY,Athletics,1980
771,Men,Bronze,PALUCH Stanislaw,POL,Athletics,1980
772,Men,Gold,LEVESTONE J.,NED,Athletics,1980
773,Men,Silver,TUSA Robert,USA,Athletics,1980
774,Men,Bronze,WEYERS J. F. G.,NED,Athletics,1980
775,Men,Gold,JEFFRESON Davis,JAM,Athletics,1980
776,Men,Silver,LEVIS Reno,USA,Athletics,1980
777,Men,Bronze,DE VOS Marc,BEL,Athletics,1980
778,Men,Gold,BENZ E.,FRG,Athletics,1980
779,Men,Silver,SCHUHBAUER Johann,FRG,Athletics,1980
780,Men,Bronze,PETERNELJ Marjan,YUG,Athletics,1980
781,Men,Gold,CLARK Raymond,SWE,Athletics,1980
782,Men,Silver,SKRZYPEK Jerzy,POL,Athletics,1980
783,Men,Bronze,MOREL P.,FRA,Athletics,1980
784,Men,Gold,PATCHETT Wayne,AUS,Athletics,1980
785,Men,Silver,DE LAS FUENTES Francisco,MEX,Athletics,1980
786,Men,Bronze,MCCOOL Patrick,IRL,Athletics,1980
787,Men,Gold,DUVAL Julius,USA,Athletics,1980
788,Men,Silver,SANDS John,BAH,Athletics,1980
789,Men,Bronze,CHERENKO D.,CAN,Athletics,1980
790,Men,Gold,IKONEN U.,FIN,Athletics,1980
791,Men,Silver,LAUNONEN Matti,FIN,Athletics,1980
792,Men,Gold,FRANK Gerhard,AUT,Athletics,1980
793,Men,Silver,TREWHELLA Ian,AUS,Athletics,1980
794,Men,Bronze,ERIKSSON Goran,SWE,Athletics,1980
795,Men,Gold,HENKER Siegmar,FRG,Athletics,1980
796,Men,Silver,LETTNER Felix,AUT,Athletics,1980
797,Men,Bronze,REID Patrick,JAM,Athletics,1980
798,Men,Gold,ZYSKOWSKI Ryszard,POL,Athletics,1980
799,Men,Silver,PERACH Reuven,ISR,Athletics,1980
800,Men,Bronze,JAKUBOVICH David,ISR,Athletics,1980
801,Men,Gold,PAWLIK Andrzej,POL,Athletics,1980
802,Men,Silver,JANOWICZ Pawel,POL,Athletics,1980
803,Men,Bronze,DE SUTTER Danny,BEL,Athletics,1980
804,Men,Gold,HEAVER A.,CAN,Athletics,1980
805,Men,Silver,JORG George,AUT,Athletics,1980
806,Men,Bronze,HOFFMAN Zvi,ISR,Athletics,1980
807,Men,Gold,PRICHTZIG Karl,AUT,Athletics,1980
808,Men,Silver,EVA Lasse,FIN,Athletics,1980
809,Men,Gold,WILLIS Anthony,GBR,Athletics,1980
810,Men,Silver,GRINNINGER Gerhard,AUT,Athletics,1980
811,Men,Bronze,NAVON Issahar,ISR,Athletics,1980
812,Men,Gold,BRYANT Richard,USA,Athletics,1980
813,Men,Silver,ZIERL Walter,AUT,Athletics,1980
814,Men,Gold,FACEY C.,CAN,Athletics,1980
815,Men,Silver,JAASKELAINEN Reino,FIN,Athletics,1980
816,Men,Bronze,PICKL Wolfgang,AUT,Athletics,1980
817,Men,Gold,NIELSEN Jorn,DEN,Athletics,1980
818,Men,Gold,LEONARD Dan,CAN,Athletics,1980
819,Men,Silver,GASSER Sepp,AUT,Athletics,1980
820,Men,Bronze,MIETTINEN Heikki,FIN,Athletics,1980
821,Men,Gold,HERTLE Walter,FRG,Athletics,1980
822,Men,Silver,WEYERS J. F. G.,NED,Athletics,1980
823,Men,Bronze,TRIESTE Giuseppe,ITA,Athletics,1980
824,Men,Gold,LEVIS Reno,USA,Athletics,1980
825,Men,Silver,STIEG Woflgang,AUT,Athletics,1980
826,Men,Bronze,RUSSELL Eric,AUS,Athletics,1980
827,Men,Gold,SCHUHBAUER Johann,FRG,Athletics,1980
828,Men,Silver,ZEISE L.,USA,Athletics,1980
829,Men,Bronze,FLACH W.,FRG,Athletics,1980
830,Men,Gold,CLARK Raymond,SWE,Athletics,1980
831,Men,Silver,DE MEYER M.,BEL,Athletics,1980
832,Men,Bronze,OST P.,FRG,Athletics,1980
833,Women,Gold,CORNEJO Josefina,MEX,Athletics,1980
834,Women,Silver,DONALDSON Karen,USA,Athletics,1980
835,Women,Bronze,MCLELLAN M.,GBR,Athletics,1980
836,Women,Gold,PATTON C.,USA,Athletics,1980
837,Women,Silver,SANDOVAL Martha,MEX,Athletics,1980
838,Women,Bronze,GALLAGHER Rosaleen,IRL,Athletics,1980
839,Women,Gold,HANAN Ahmed Fathi,EGY,Athletics,1980
840,Women,Silver,BOREGGIO Gabriella,ITA,Athletics,1980
841,Women,Bronze,MYERS Sharon,USA,Athletics,1980
842,Women,Gold,LOVITT Carmella,USA,Athletics,1980
843,Women,Silver,KELLER Lou,USA,Athletics,1980
844,Women,Bronze,RICKETTS Melissa,USA,Athletics,1980
845,Women,Gold,ONFROY,FRA,Athletics,1980
846,Women,Silver,MADDOX Margo,USA,Athletics,1980
847,Women,Bronze,FEENY Linda,USA,Athletics,1980
848,Women,Gold,DOSIMONT D.,FRA,Athletics,1980
849,Women,Silver,KARLEN Zita,SUI,Athletics,1980
850,Women,Bronze,ROYET,FRA,Athletics,1980
851,Women,Gold,AL-ROMI Adelah,KUW,Athletics,1980
852,Women,Silver,GARCIA ESTRADA Dora Elia,MEX,Athletics,1980
853,Women,Bronze,LYFORD Glee,USA,Athletics,1980
854,Women,Gold,VALDEZ Angeles,MEX,Athletics,1980
855,Women,Silver,HOWIE B.,GBR,Athletics,1980
856,Women,Bronze,SERRONE Anna Rita,ITA,Athletics,1980
857,Women,Gold,RAHN Sharon,USA,Athletics,1980
858,Women,Silver,PETITOT C.,FRA,Athletics,1980
859,Women,Bronze,CARLTON Kathryne Lynne,USA,Athletics,1980
860,Women,Gold,SOTO Juana,MEX,Athletics,1980
861,Women,Silver,HOBBS Sue,AUS,Athletics,1980
862,Women,Bronze,WIKSEN Kerstin,SWE,Athletics,1980
863,Women,Gold,KOZLOWSKA Grazyna,POL,Athletics,1980
864,Women,Silver,SMITH June,USA,Athletics,1980
865,Women,Bronze,MADRID G.,ESP,Athletics,1980
866,Women,Gold,FARRELL Anne,CAN,Athletics,1980
867,Women,Silver,GILLIS K.,CAN,Athletics,1980
868,Women,Bronze,CREE,AUS,Athletics,1980
869,Women,Gold,KOZLAK Danuta,POL,Athletics,1980
870,Women,Gold,WILLIAMSON Melody,USA,Athletics,1980
871,Women,Silver,KIRBY R.,USA,Athletics,1980
872,Women,Gold,NEWLAND Sarah,JAM,Athletics,1980
873,Women,Silver,BEDLA Barbara,POL,Athletics,1980
874,Women,Bronze,WIECZOREK Alina,POL,Athletics,1980
875,Women,Gold,JOSCELYNE Barbara,GBR,Athletics,1980
876,Women,Silver,RANTALA R.,FIN,Athletics,1980
877,Women,Bronze,MIELECH Zofia,POL,Athletics,1980
878,Women,Gold,NOBUMOTO Hiromi,JPN,Athletics,1980
879,Women,Silver,CWIKLINSKA Krystyna,POL,Athletics,1980
880,Women,Gold,COLE Giselle,CAN,Athletics,1980
881,Women,Silver,FRANZESE Lina,ITA,Athletics,1980
882,Women,Gold,AL-ROMI Adelah,KUW,Athletics,1980
883,Women,Silver,HILL Patricia,NZL,Athletics,1980
884,Women,Bronze,LYFORD Glee,USA,Athletics,1980
885,Women,Gold,CABLE Candace,USA,Athletics,1980
886,Women,Silver,VALDEZ Angeles,MEX,Athletics,1980
887,Women,Bronze,CASPER Karen,USA,Athletics,1980
888,Women,Gold,KELLER Lou,USA,Athletics,1980
889,Women,Silver,SANTAMARTA Purificacion,ESP,Athletics,1980
890,Women,Bronze,JOHANSSON Eva,SWE,Athletics,1980
891,Women,Gold,SCHAFHAUSEN I.,FRG,Athletics,1980
892,Women,Silver,WELLS Brenda,USA,Athletics,1980
893,Women,Bronze,WEBB Donna,USA,Athletics,1980
894,Women,Gold,KOZLAK Danuta,POL,Athletics,1980
895,Women,Gold,ONFROY,FRA,Athletics,1980
896,Women,Silver,ROCHETTE Veronique,FRA,Athletics,1980
897,Women,Bronze,FEENY Linda,USA,Athletics,1980
898,Women,Gold,DOSIMONT D.,FRA,Athletics,1980
899,Women,Silver,ROYET,FRA,Athletics,1980
900,Women,Bronze,GUARDIOLA Joanne,USA,Athletics,1980
901,Women,Gold,KIRBY R.,USA,Athletics,1980
902,Women,Gold,JOSCELYNE Barbara,GBR,Athletics,1980
903,Women,Silver,RANTALA R.,FIN,Athletics,1980
904,Women,Gold,COLE Giselle,CAN,Athletics,1980
905,Women,Silver,SIEVERT U.,FRG,Athletics,1980
906,Women,Bronze,SCHAD Petra,FRG,Athletics,1980
